layer_index,mlp_input_hook_name,mlp_input_name,mlp_input_direct_target_weight_names,mlp_input_block_weight_names,mlp_input_token_count,mlp_output_token_count,hidden_size,mlp_input_effective_rank,mlp_input_effective_rank_ratio,mlp_input_second_moment_effective_rank,mlp_input_second_moment_effective_rank_ratio,mlp_input_covariance_trace,mlp_input_covariance_top_eigenvalue,mlp_input_second_moment_trace,mlp_input_second_moment_top_eigenvalue,mlp_residual_second_moment_trace,mlp_residual_second_moment_top_eigenvalue,mlp_input_positive_covariance_eigenvalues,mlp_output_uncentered_trace,mlp_output_to_residual_trace_ratio,gate_proj_weight_effective_rank,gate_proj_weight_effective_rank_ratio,up_proj_weight_effective_rank,up_proj_weight_effective_rank_ratio,down_proj_weight_effective_rank,down_proj_weight_effective_rank_ratio,average_mlp_weight_effective_rank_ratio,weight_input_rank_gap
18,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,200.4981937471705,0.19579901733122118,44.517997740449,0.043474607168407224,1699.8914531175883,174.73711947507508,2839.662357786926,1198.090205765891,101371.53619191298,93317.02521365404,1024,1198.0179481506348,0.011818090098611013,724.9968872070312,0.7080047726631165,771.0169067382812,0.7529461979866028,739.3201293945312,0.7219923138618469,0.7276477615038554,0.5318487441726342
19,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,207.32949709019636,0.20247021200214488,53.9402480306546,0.052676023467436134,1964.244351190906,181.75983777299615,3110.330660032811,1194.243012186975,106122.52308012154,94698.17514861104,1024,2415.680944442749,0.022763131466624967,717.2847290039062,0.7004733681678772,767.9550170898438,0.7499560713768005,740.06787109375,0.7227225303649902,0.7243839899698893,0.5219137779677444
20,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,212.8535873720566,0.20786483141802403,60.03521970189565,0.05862814424013247,2317.990400439046,201.12131285271187,3565.632258392685,1300.1696485751465,115276.72468029855,97201.99946066913,1024,3530.3433628082275,0.030624945084092796,729.2288818359375,0.7121375799179077,756.0035400390625,0.738284707069397,756.5963745117188,0.7388636469841003,0.7297619779904684,0.5218971465724443
21,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,241.33974139415142,0.235683341205226,67.4865064881627,0.06590479149234639,2414.682672410103,208.69755957618435,3661.824250579685,1317.8056093260802,129781.21599559627,102332.98974543432,1024,5855.095432281494,0.04511512230306248,732.3270263671875,0.7151631116867065,763.1197509765625,0.7452341318130493,777.4818115234375,0.7592595815658569,0.7398856083552042,0.5042022671499782
22,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,252.63023868510336,0.24670921746592125,72.43399697337989,0.0707363251693163,2575.8548311916925,204.63993021410442,3849.613346748609,1355.2968139657282,151783.99047938682,111411.99089575987,1024,7201.595020294189,0.04744634132723115,749.0325927734375,0.7314771413803101,780.4302368164062,0.7621389031410217,770.86181640625,0.7527947425842285,0.7488035957018534,0.5020943782359322
23,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,262.9352776122106,0.2567727320431744,77.1973884005628,0.07538807460992461,2817.560525962787,222.13335495094424,4147.941286186259,1438.325800590606,185270.43742531256,126804.62470560966,1024,7674.694416046143,0.04142427967840264,756.4586181640625,0.7387291193008423,787.536376953125,0.7690784931182861,756.921875,0.7391815185546875,0.748996376991272,0.49222364494809756
24,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,276.6342071631844,0.27015059293279725,77.7785549695883,0.07595562008748857,2627.536081594231,185.8356677033368,3893.8278521729217,1371.5311535563897,240053.38066226235,157726.4281861814,1024,9804.912853240967,0.04084471889623486,768.392333984375,0.7503831386566162,795.430908203125,0.7767879962921143,761.5188598632812,0.7436707615852356,0.7569472988446554,0.48679670591185814
25,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,264.3927114227268,0.25819600724875663,66.66602848336964,0.06510354344079067,2635.6788995703437,190.17027727924994,4058.5241534693055,1527.1853298052392,320924.7576598919,211582.0815743074,1024,11593.309711456299,0.03612469725300097,766.4876098632812,0.7485230565071106,794.277587890625,0.7756617069244385,786.6547241210938,0.7682175040245056,0.7641340891520182,0.5059380819032615
26,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,190.06757798184532,0.18561286912289582,34.524104328543395,0.03371494563334316,3135.7217110704364,325.0917383741364,5570.355095206047,2638.4407623165603,394269.4274333155,269854.3972154627,1024,16323.916290283203,0.04140294720935252,740.85205078125,0.7234883308410645,788.1693725585938,0.7696966528892517,807.00146484375,0.7880873680114746,0.7604241172472636,0.5748112481243677
27,post_attention_layernorm,mlp_input,mlp.gate_proj;mlp.up_proj,mlp.gate_proj;mlp.up_proj;mlp.down_proj,65536,65536,1024,110.6684862810468,0.10807469363383476,20.22106176381552,0.019747130628726094,6250.131384565275,855.4469249837931,12077.897230090051,6387.948408313085,475683.4545686697,333732.681525633,1024,120545.57232666016,0.25341552490188235,602.9415283203125,0.5888100862503052,703.3826293945312,0.6868970990180969,824.0828247070312,0.8047683835029602,0.6934918562571207,0.585417162623286
